name,company,year,Price,kms_driven,fuel_type,transmission
HYUNDAI VERNA FLUIDIC NEW,HYUNDAI,2012,"4,50,000",10000 kms,Diesel,Automatic
MARUTI SUZUKI ESTILO LX BS IV,MARUTI,2007,"2,15,000",36000 kms,Petrol,Automatic
MARUTI SUZUKI WAGON R LXI BS III,MARUTI,2003,"2,30,000",133000 kms,Petrol,Automatic
MARUTI SUZUKI WAGON R,MARUTI,2009,"2,60,000",35000 kms,Petrol,Automatic
MARUTI SUZUKI BALENO SIGMA 1.2,MARUTI,2016,"5,25,000",40000 kms,Petrol,Automatic
MARUTI SUZUKI SWIFT GLAM,MARUTI,2009,"2,50,000",45000 kms,Petrol,Automatic
HYUNDAI SANTRO,HYUNDAI,2000,"1,51,999",88000 kms,Petrol,Automatic
CHEVROLET BEAT PS DIESEL,CHEVROLET,2012,"3,15,000",65422 kms,Diesel,Automatic
MARUTI SUZUKI DZIRE ZXI,MARUTI,2013,"4,80,000",35000 kms,Petrol,Automatic
TATA INDICA V2 DLG,TATA,2005,"1,35,000",150000 kms,Diesel,Automatic
HYUNDAI I20 ASTA 1.2,HYUNDAI,2010,"4,00,000",10750 kms,Petrol,Automatic
TATA NANO,TATA,2013,"60,000",6800 kms,Petrol,Manual
HYUNDAI VERNA FLUIDIC NEW,HYUNDAI,2015,"5,30,000",73000 kms,Diesel,Automatic
MARUTI SUZUKI SWIFT DZIRE VDI,MARUTI,2011,"2,40,000",65000 kms,Diesel,Automatic
MAHINDRA XUV500 W10,MAHINDRA,2018,"12,99,000",40000 kms,Diesel,Automatic
HYUNDAI ACCENT GLE,HYUNDAI,2006,"1,90,000",55000 kms,Petrol,Automatic
DATSUN GO PLUS T O,DATSUN,2016,Ask For Price,5 kms,Petrol,Automatic
CHEVROLET SPARK 1.0 LT,CHEVROLET,2011,"2,00,000",27000 kms,Petrol,Automatic
TOYOTA ETIOS LIVA GD,TOYOTA,2012,"4,80,000",20000 kms,Diesel,Automatic
CHEVROLET ENJOY,CHEVROLET,2014,"5,90,000",30201 kms,Diesel,Automatic
BMW 5 SERIES 530I,BMW,2009,"7,50,000",37518 kms,Petrol,Automatic
MAHINDRA JEEP MM 550 XDB,MAHINDRA,2004,"5,24,000",383 kms,Diesel,Automatic
CHEVROLET CRUZE LTZ,CHEVROLET,2011,"4,50,000",35000 kms,Diesel,Automatic
MARUTI SUZUKI ERTIGA VDI,MARUTI,2013,"5,85,000",52500 kms,Diesel,Automatic
MARUTI SUZUKI OMNI,MARUTI,2012,"2,60,000",14000 kms,Petrol,Automatic
TATA ZEST QUADRAJET 1.3,TATA,2017,"2,80,000",90000 kms,Diesel,Automatic
TATA INDIGO CS ELX BS IV,TATA,2016,"2,50,000",104000 kms,Diesel,Automatic
TATA INDIGO ECS LX TDI BS III,TATA,2014,"1,95,000",195000 kms,Diesel,Automatic
TATA INDIGO ECS LX CR4 BS IV,TATA,2016,"3,30,000",104000 kms,Diesel,Automatic
COMMERCIAL CHEVROLET SAIL HATCHBACK CA,COMMERCIAL,o...,"3,25,000",,,Automatic
HYUNDAI EON MAGNA PLUS,HYUNDAI,2013,"2,85,000",23000 kms,Petrol,Automatic
MARUTI SUZUKI ALTO K10 LXI PETROL + CNG,MARUTI,2009,"1,90,000",62000 kms,Petrol,Automatic
COMMERCIAL CAR TA,COMMERCIAL,Zest,"4,71,500",,,Automatic
MARUTI SUZUKI WAGON R AX BSIV,MARUTI,2010,"3,25,000",40000 kms,Petrol,Automatic
MARUTI SUZUKI ERTIGA,MARUTI,2012,"4,89,700",39000 kms,Diesel,Automatic
MARUTI SUZUKI ALTO K10 NEW,MARUTI,2017,"4,60,000",9400 kms,Petrol,Automatic
HYUNDAI I10 MAGNA 1.2,HYUNDAI,2009,"2,70,000",75000 kms,Petrol,Automatic
TATA ZEST XE 75 PS DIESEL,TATA,2017,"4,80,000",70000 kms,Diesel,Automatic
TOYOTA COROLLA ALTIS GL PETROL,TOYOTA,2010,"2,85,000",55000 kms,Petrol,Automatic
MAHINDRA KUV100 K8 D 6 STR,MAHINDRA,2018,Ask For Price,7500 kms,Diesel,Automatic
RENAULT KWID 1.0,RENAULT,2018,"3,90,000",2137 kms,Petrol,Automatic
TATA VENTURE EX 8 STR,TATA,2013,"2,00,000",30000 kms,Diesel,Automatic
MARUTI SUZUKI ALTO LX BSII,MARUTI,2002,Ask For Price,56000 kms,Petrol,Automatic
TATA SUMO GOLD EX BS IV,TATA,2012,"3,10,000",75000 kms,Diesel,Automatic
HYUNDAI VERNA 1.6 CRDI SX,HYUNDAI,2018,"9,55,000",42000 kms,Diesel,Automatic
MAHINDRA SCORPIO 2.6 CRDE,MAHINDRA,2007,"3,60,000",56000 kms,Diesel,Automatic
MARUTI SUZUKI SWIFT DZIRE VXI 1.2 BS IV,MARUTI,2011,"3,55,000",64000 kms,Petrol,Automatic
HYUNDAI GRAND I10 SPORTZ 1.2 KAPPA VTVT,HYUNDAI,2014,"4,40,000",25000 kms,Petrol,Automatic
FORD IKON 1.6 NXT,FORD,2003,"1,60,000",50000 kms,Petrol,Automatic
TATA INDIGO,TATA,car,"2,50,000",,,Automatic
NISSAN SUNNY XL,NISSAN,2011,"3,30,000",52000 kms,Petrol,Automatic
MARUTI SUZUKI ALTO 800 LXI,MARUTI,2017,"3,70,000",21000 kms,Petrol,Automatic
MARUTI SUZUKI SWIFT VDI BS IV,MARUTI,2012,"3,80,000",48006 kms,Diesel,Automatic
VERY GOOD CONDITION TATA BOLTS ARE AV,VERY,able,"3,00,000",,,Automatic
SALE HYUNDAI XCENT COMMERC,SALE,no.,Ask For Price,,,Automatic
HYUNDAI ELITE I20 ASTA 1.2,HYUNDAI,2015,"6,00,000",22000 kms,Petrol,Automatic
VOLKSWAGEN POLO TRENDLINE 1.5L D,VOLKSWAGEN,2015,"4,50,000",25000 kms,Diesel,Automatic
MAHINDRA TUV300 T4 PLUS,MAHINDRA,2016,"6,40,000",29500 kms,Diesel,Automatic
HYUNDAI SANTRO XING GLS,HYUNDAI,2014,"2,79,000",57000 kms,Petrol,Automatic
MARUTI SUZUKI CIAZ ZXI PLUS RS,MARUTI,2016,"7,50,000",50000 kms,Petrol,Automatic
HYUNDAI ELANTRA 1.8 S,HYUNDAI,2012,"5,00,000",65000 kms,Petrol,Automatic
MARUTI SUZUKI ZEN ESTILO LXI GREEN PETROL + CNG,MARUTI,2008,"1,25,000",46000 kms,Petrol,Automatic
HYUNDAI GRAND I10 MAGNA 1.2 KAPPA VTVT,HYUNDAI,2016,"3,80,000",27000 kms,Petrol,Automatic
FORD ECOSPORT TREND 1.5L TI VCT,FORD,2014,"4,65,000",47000 kms,Petrol,Automatic
CHEVROLET BEAT DIESEL,CHEVROLET,2016,"1,79,999",19336 kms,Diesel,Automatic
JAGUAR XF 2.2 DIESEL LUXURY,JAGUAR,2013,"21,90,000",29000 kms,Diesel,Automatic
BMW 3 SERIES 320D SEDAN,BMW,2011,"10,75,000",35000 kms,Diesel,Automatic
BMW X1 SDRIVE20D,BMW,2012,"10,25,000",41000 kms,Diesel,Automatic
MARUTI SUZUKI ERTIGA LDI,MARUTI,2013,"4,75,000",48000 kms,Diesel,Automatic
HONDA CITY SV,HONDA,2014,"4,75,000",34000 kms,Diesel,Automatic
HONDA CITY 1.5 EXI NEW,HONDA,2005,"1,20,000",68000 kms,Petrol,Automatic
MAHINDRA KUV100,MAHINDRA,2017,"3,60,000",35000 kms,Diesel,Automatic
MAHINDRA XUV500 W8,MAHINDRA,2015,"9,00,000",28600 kms,Diesel,Automatic
TATA SUMO GOLD LX BS IV,TATA,2014,"2,75,000",116000 kms,Diesel,Automatic
MAHINDRA SCORPIO 2.6 SLX,MAHINDRA,2004,"1,75,000",58000 kms,Diesel,Automatic
MITSUBISHI PAJERO SPORT LIMITED EDITION,MITSUBISHI,2015,"14,90,000",42590 kms,Diesel,Automatic
VOLKSWAGEN JETTA COMFORTLINE 1.9 TDI AT,VOLKSWAGEN,2009,"4,50,000",54500 kms,Diesel,Automatic
AUDI A4 2.0 TDI 177BHP PREMIUM,AUDI,2013,"15,10,000",27000 kms,Diesel,Automatic
TOYOTA COROLLA ALTIS VL AT PETROL,TOYOTA,2014,"7,90,000",29000 kms,Petrol,Automatic
CHEVROLET BEAT LT PETROL,CHEVROLET,2012,"1,35,000",36000 kms,Petrol,Automatic
DATSUN REDI GO S,DATSUN,2018,"2,99,999",7000 kms,Petrol,Automatic
MAHINDRA SCORPIO SLX,MAHINDRA,2004,"1,75,000",60000 kms,Diesel,Automatic
TATA INDIGO CS GLS,TATA,2017,"2,70,000",50000 kms,Diesel,Automatic
HONDA CITY ZX GXI,HONDA,2006,"1,80,000",50000 kms,Petrol,Automatic
FORD ECOSPORT TREND 1.5L TDCI,FORD,2014,"4,00,000",16000 kms,Petrol,Automatic
MARUTI SUZUKI OMNI 8 STR BS III,MARUTI,2009,"85,000",56000 kms,Petrol,Automatic
RENAULT DUSTER RXL PETROL,RENAULT,2015,"5,50,000",36000 kms,Petrol,Automatic
MARUTI SUZUKI BALENO ZETA 1.2,MARUTI,2018,"6,90,000",1000 kms,Petrol,Automatic
TATA INDIGO CS ELX BS IV,TATA,2016,"1,10,000",85000 kms,Diesel,Automatic
MAHINDRA SCORPIO LX BS III,MAHINDRA,2009,"3,20,000",95500 kms,Diesel,Automatic
MARUTI SUZUKI WAGON R LXI BS III,MARUTI,2014,"1,30,000",37458 kms,Petrol,Automatic
AUDI A3 CABRIOLET 40 TFSI,AUDI,2015,"31,00,000",12516 kms,Petrol,Automatic
MARUTI SUZUKI ZEN ESTILO LXI GREEN PETROL + CNG,MARUTI,2009,"1,25,000",00 kms,Petrol,Automatic
I WANT TO SELL MY COMMERCIAL CAR DUE T,I,o...,"4,75,000",,,Automatic
I WANT SALE MY CAR.NO EMI....UBER ATTA,I,d...,"3,20,000",,,Automatic
MAHINDRA SCORPIO S4,MAHINDRA,2015,"8,65,000",30000 kms,Diesel,Automatic
MAHINDRA XYLO D2 BS IV,MAHINDRA,2011,"3,90,000",48000 kms,Diesel,Automatic
CHEVROLET BEAT LT DIESEL,CHEVROLET,2015,"2,15,000",90000 kms,Diesel,Automatic
MAHINDRA XUV500 W8,MAHINDRA,2015,"8,99,000",53000 kms,Diesel,Automatic
MARUTI SUZUKI ALTO K10 VXI,MARUTI,2013,"2,40,000",20000 kms,Petrol,Automatic
MARUTI SUZUKI SWIFT DZIRE TOUR LDI,MARUTI,2014,"2,60,000",120000 kms,Diesel,Automatic
HYUNDAI SANTRO XING XL AT ERLX EURO III,HYUNDAI,2007,"1,15,000",46000 kms,Petrol,Automatic
MAHINDRA XYLO D2 BS IV,MAHINDRA,2011,"3,90,000",56000 kms,Diesel,Automatic
TATA INDICA V2 DLS BS III,TATA,2009,"90,000",30600 kms,Diesel,Automatic
HYUNDAI GRAND I10 MAGNA 1.2 KAPPA VTVT,HYUNDAI,2017,"4,24,999",2550 kms,Petrol,Automatic
HONDA CITY 1.5 E MT,HONDA,2005,"95,000",41000 kms,Petrol,Automatic
HONDA CITY 1.5 S INSPIRE,HONDA,2005,"1,15,000",68000 kms,Petrol,Automatic
MARUTI SUZUKI WAGON R LX BS III,MARUTI,2004,"53,000",69000 kms,Petrol,Automatic
TATA INDICA EV2 EXETA EGLX,TATA,2012,"85,000",55000 kms,Diesel,Automatic
HYUNDAI EON ERA PLUS,HYUNDAI,2014,"2,00,000",28400 kms,Petrol,Automatic
MARUTI SUZUKI SWIFT LDI,MARUTI,2015,"4,25,000",42000 kms,Diesel,Automatic
HYUNDAI VERNA 1.6 CRDI SX PLUS AT,HYUNDAI,2012,"6,00,000",29000 kms,Diesel,Automatic
TATA TIAGO REVOTRON XM,TATA,2018,"4,30,000",3500 kms,Petrol,Automatic
TATA NEXON,TATA,2019,Ask For Price,0 kms,Petrol,Automatic
MARUTI SUZUKI ZEN LXI BS III,MARUTI,2006,"71,000",32000 kms,Petrol,Automatic
FORD ECOSPORT TITANIUM 1.5 TDCI,FORD,2014,"5,90,000",34000 kms,Diesel,Automatic
FORD FUSION 1.4 TDCI DIESEL,FORD,2007,"1,25,000",85455 kms,Diesel,Automatic
HYUNDAI SANTRO,HYUNDAI,2002,"60,000",47000 kms,Petrol,Automatic
FORD IKON 1.3 FLAIR JOSH 100,FORD,2008,"95,000",46000 kms,Petrol,Automatic
TATA INDICA V2 LS,TATA,2012,"1,15,000",64000 kms,Diesel,Automatic
HYUNDAI SANTRO XING XL ERLX EURO III,HYUNDAI,2007,"55,000",65000 kms,Petrol,Automatic
HYUNDAI GRAND I10 ASTA 1.2 KAPPA VTVT,HYUNDAI,2014,"3,20,000",41000 kms,Petrol,Automatic
TOYOTA COROLLA,TOYOTA,2006,"1,60,000",40000 kms,Petrol,Automatic
TATA SUMO GRANDE MKII GX,TATA,2010,"1,30,000",90000 kms,Diesel,Automatic
VOLKSWAGEN POLO HIGHLINE1.2L P,VOLKSWAGEN,2013,"3,80,000",27000 kms,Petrol,Automatic
TATA TIAGO REVOTRON XZ,TATA,2017,"4,00,000",31000 kms,Petrol,Automatic
MARUTI SUZUKI SWIFT VDI,MARUTI,2009,"1,20,000",90000 kms,Diesel,Automatic
CHEVROLET BEAT LS DIESEL,CHEVROLET,2014,"1,89,000",31000 kms,Diesel,Automatic
MAHINDRA XYLO E8 BS IV,MAHINDRA,2011,"3,65,000",43000 kms,Diesel,Automatic
WELL MENTAINED TATA SUMO,WELL,d Ex,"3,80,000",,,Automatic
MARUTI ERTIGA SHOWROOM CONDITION WITH,MARUTI,e...,"4,80,000",,,Automatic
9 SEATER MAHINDRA BOL,9, Ac,Ask For Price,,,Automatic
MARUTI SUZUKI SWIFT DZIRE FOR SALE IN,MARUTI,d...,"3,60,000",,,Automatic
URGENT SELL MY MAHINDRA QU,URGENT,o c4,"3,50,000",,,Automatic
SELL MY CAR MARUTI SUZUKI SWIF,SELL,zire,"3,00,000",,,Automatic
HYUNDA,HYUNDAI,cent,Ask For Price,,,Automatic
URGENT SALE TA,URGENT,Sumo,"2,20,000",,,Automatic
TATA,TATA,t xe,Ask For Price,,,Automatic
TATA NANO,TATA,2013,"60,000",7000 kms,Petrol,Automatic
HYUNDAI I10 MAGNA 1.2 KAPPA2,HYUNDAI,2009,"4,00,000",33000 kms,Petrol,Automatic
VOLKSWAGEN POLO,VOLKSWAGEN,2013,"2,99,999",48000 kms,Diesel,Automatic
TATA BOLT XM PETROL,TATA,2015,"6,00,000",15000 kms,Petrol,Automatic
MARUTI SUZUKI ALTO,MARUTI,2005,"1,00,000",40000 kms,Petrol,Automatic
MARUTI SUZUKI RITZ,MARUTI,2010,"1,50,000",38000 kms,Diesel,Automatic
MARUTI SUZUKI DZIRE,MARUTI,2009,"2,10,000",42000 kms,Petrol,Automatic
HYUNDAI I20 ASTA,HYUNDAI,2014,"4,25,000",31000 kms,Petrol,Automatic
TATA INDICA V2 DLX BS III,TATA,2005,"60,000",80000 kms,Diesel,Automatic
TOYOTA INNOVA 2.5 E 8 STR,TOYOTA,2012,"7,50,000",75000 kms,Diesel,Automatic
HYUNDAI I20 MAGNA 1.2,HYUNDAI,2011,"2,30,000",47000 kms,Petrol,Automatic
MAHINDRA KUV100,MAHINDRA,2016,"3,80,000",26500 kms,Petrol,Automatic
DATSUN GO PLUS,DATSUN,2016,"2,85,000",13900 kms,Petrol,Automatic
TATA INDICA V2,TATA,2005,"39,999",80000 kms,Diesel,Automatic
MARUTI SUZUKI WAGON R 1.0 VXI,MARUTI,2016,"3,95,000",20000 kms,Petrol,Automatic
MARUTI SUZUKI ALTO 800 LX,MARUTI,2019,"4,00,000",1500 kms,Petrol,Automatic
ANY TYPE CAR AVAIABEL HARE...COMERCICA,ANY,r...,"1,70,000",,,Automatic
MARUTI SUZUKI ALTO AX,MARUTI,2019,"4,25,000",1625 kms,Petrol,Automatic
VOLKSWAGEN POLO HIGHLINE1.2L P,VOLKSWAGEN,2017,"5,25,000",45000 kms,Petrol,Automatic
MARUTI SUZUKI 800 STD BS III,MARUTI,2000,"30,000",33400 kms,Petrol,Automatic
CHEVROLET SAIL 1.2 LS,CHEVROLET,2013,"3,00,000",28000 kms,Petrol,Automatic
HYUNDAI SANTRO AE GLS AUDIO,HYUNDAI,2003,"60,000",70000 kms,Petrol,Automatic
HYUNDAI EON,HYUNDAI,2018,"2,60,000",25000 kms,Petrol,Automatic
TOYOTA INNOVA 2.0 G1 PETROL 8SEATER,TOYOTA,2019,Ask For Price,4000 kms,Petrol,Automatic
HYUNDAI GETZ PRIME 1.3 GLX,HYUNDAI,2009,"1,15,000",20000 kms,Petrol,Automatic
HYUNDAI SANTRO XING,HYUNDAI,2004,"45,000",137495 kms,Petrol,Automatic
HONDA CITY 1.5 S MT,HONDA,2009,"2,70,000",55000 kms,Petrol,Automatic
MAHINDRA QUANTO C4,MAHINDRA,2013,"3,25,000",63000 kms,Diesel,Automatic
MARUTI SUZUKI SWIFT DZIRE,MARUTI,2016,"3,50,000",146000 kms,Diesel,Automatic
HYUNDAI I20 SELECT VARIANT,HYUNDAI,2011,"2,90,000",40000 kms,Petrol,Automatic
MARUTI SUZUKI DZIRE,MARUTI,2016,"3,25,000",150000 kms,Diesel,Automatic
HONDA CITY VX PETROL,HONDA,2016,"8,60,000",95000 kms,Petrol,Automatic
HYUNDAI GETZ,HYUNDAI,2006,"1,25,000",80000 kms,Petrol,Automatic
MARUTI SUZUKI ALTO LXI BS III,MARUTI,2005,"95,000",65000 kms,Petrol,Automatic
SKODA FABIA,SKODA,2009,"1,10,000",45000 kms,Petrol,Automatic
MARUTI SUZUKI RITZ VXI ABS,MARUTI,2011,"2,70,000",50000 kms,Petrol,Automatic
TATA INDICA V2 DLE BS III,TATA,2009,"1,10,000",30000 kms,Diesel,Automatic
TA,TARA,zest,"3,10,000",,,Automatic
MAHINDRA QUANTO C8,MAHINDRA,2013,"3,90,000",40000 kms,Diesel,Automatic
CHEVROLET SAIL 1.2 LT ABS,CHEVROLET,2014,"1,60,000",Petrol,,Automatic
RENAULT KWID�CLIMBER,RENAULT,2021,"4,85,000","19,604",Petrol,Automatic
MARUTI BALENO,MARUTI,2016,"6,37,000",19980,Petrol,Automatic
TATA NEXON,TATA,2021,"10,04,000",48192,Diesel,Automatic
JEEP COMPASS,JEEP,2017,"10,99,000",30044,Diesel,Automatic
HYUNDAI TUSCON,HYUNDAI ,2018,"18,64,000",11865,Diesel,Automatic
HYUNDAI GRAND I10 NIOS�SPORTZ,HYUNDAI ,2020,"6,87,000",33479,Petrol,Automatic
SKODA RAPID,SKODA,2020,"9,80,000",27997,Petrol,Automatic
RENAULT KIGER�RXZ,RENAULT,2021,"8,20,000",19077,Petrol,Automatic
DATSUN REDI GO,DATSUN,2019,"3,97,000",6380,Petrol,Automatic
VOLKSWAGEN VENTO,VOLKSWAGEN,2021,"12,38,000",25578,Petrol,Automatic
NISSAN MAGNITE,NISSAN,2022,"10,86,000",2716,Petrol,Automatic
MG ASTOR�SAVVY,MG,2022,"18,09,000",3751,Petrol,Automatic
HYUNDAI ALCAZAR,HYUNDAI ,2022,"21,31,000",9699,Petrol,Automatic
MARUTI XL6,MARUTI,2021,"10,72,000",56623,Petrol,Automatic
MARUTI IGNIS,MARUTI,2021,"7,97,000",15124,Petrol,Automatic
TATA SAFARI,TATA,2022,"23,84,000",6906,Diesel,Automatic
LAND ROVER DISCOVERY,LAND ROVER,2019,"49,90,000",32000,Diesel,Automatic
MERCEDES-BENZ C-CLASS�PRIME C 200,MERCEDES,2020,"41,75,000",18000,Petrol,Automatic
TATA NEXON EV PRIME�XZ PLUS LUX,TATA,2021,"15,25,000",20000,Electric,Automatic
TATA NEXON EV PRIME�XZ PLUS,TATA,2022,"14,99,000",7900,Electric,Automatic
TATA TIGOR EV�XM,TATA,2019,"6,95,000",18500,Electric,Automatic
MG ZS EV�EXCLUSIVE,MG,2021,"20,25,000",16000,Electric,Automatic
TATA TIGOR EV�XZ PLUS,TATA,2021,"10,85,000",9000,Electric,Automatic
MG ZS EV�EXCLUSIVE,MG,2021,"22,50,000",30045,Electric,Automatic
HONDA CITY�VX CVT,HONDA,2019,"9,86,000",26555,Petrol,Automatic
VOLVO XC40,VOLVO,2020,"39,75,000",16500,Petrol,Automatic
VOLKSWAGEN VENTO,VOLKSWAGEN,2021,"13,25,000",18449,Petrol,Automatic
SKODA KODIAQ�2.0 TDI LAURIN KLEMENT,SKODA,2020,"32,99,000",47000,Diesel,Automatic
�MAHINDRA XUV700,MAHINDRA,2022,"24,25,000",15000,Petrol,Automatic
AUDI Q2�PREMIUM,AUDI,2021,"38,99,000",9700,Petrol,Automatic
SKODA SUPERB�LAURIN & KLEMENT,SKODA,2022,"38,50,000",8700,Petrol,Automatic
TOYOTA GLANZA,TOYOTA,2020,"8,80,000",353888,Petrol,Automatic
�MAHINDRA THAR,MAHINDRA,2022,"17,99,000",9089,Petrol,Automatic
�FORD ENDEAVOUR�TITANIUM PLUS,FORD,2019,"32,75,000",44125,Diesel,Automatic
TOYOTA COROLLA ALTIS,TOYOTA,2019,"14,90,000",16000,Petrol,Automatic
TOYOTA INNOVA CRYSTA,TOYOTA,2019,"21,95,000",70000,Diesel,Automatic
VOLKSWAGEN TAIGUN,VOLKSWAGEN,2022,"16,99,000",9000,Petrol,Automatic
�MAHINDRA THAR,MAHINDRA,2021,"16,50,000",2800,Petrol,Automatic
RENAULT KWID,RENAULT,2020,"5,10,000",5046,Petrol,Automatic
HYUNDAI SANTRO�SPORTZ,HYUNDAI,2019,"5,02,000",21648,Petrol,Automatic
MARUTI ERTIGA�ZXI,MARUTI,2019,"10,95,000",15000,Petrol,Automatic
TATA NEW SAFARI,TATA,2021,"22,50,000",26000,Diesel,Automatic
HYUNDAI CRETA,HYUNDAI,2019,"12,25,000",60000,Petrol,Automatic
HONDA ACCORD�HYBRID,HONDA,2019,"33,00,000",1600,Petrol,Automatic
KIA CARNIVAL�LIMOUSINE,KIA,2020,"34,90,000",30000,Diesel,Automatic
TOYOTA URBAN CRUISER,TOYOTA,2022,"10,96,000",15000,Petrol,Automatic
SKODA OCTAVIA�STYLE,SKODA,2022,"29,95,000",2984,Petrol,Automatic
TOYOTA YARIS,TOYOTA,2021,"11,16,000",8047,Petrol,Automatic
�MG HECTOR�SHARP,MG,2019,"15,50,000",35000,Petrol,Automatic
MARUTI XL6,MARUTI,2021,"12,88,000",18280,Petrol,Automatic
HYUNDAI CRETA,HYUNDAI,2021,"18,45,000",8589,Petrol,Automatic
VOLKSWAGEN TIGUAN�2.0,VOLKSWAGEN,2019,"25,75,000",73081,Diesel,Automatic
HYUNDAI SANTRO XING XO ERLX EURO III,HYUNDAI,2007,"80,000",45000 kms,Petrol,Manual
MARUTI SUZUKI ALTO 800 VXI,MARUTI,2018,Ask For Price,22000 kms,Petrol,Manual
FORD ECOSPORT TITANIUM 1.5L TDCI,FORD,2014,"5,75,000",36000 kms,Diesel,Manual
FORD FIGO,FORD,2012,"1,75,000",41000 kms,Diesel,Manual
FORD ECOSPORT AMBIENTE 1.5L TDCI,FORD,2016,"8,30,000",24530 kms,Diesel,Manual
SKODA FABIA CLASSIC 1.2 MPI,SKODA,2010,"1,82,000",60000 kms,Petrol,Manual
HYUNDAI ELITE I20 MAGNA 1.2,HYUNDAI,2014,"4,15,000",32000 kms,Petrol,Manual
HYUNDAI SANTRO XING XO ERLX EURO III,HYUNDAI,2007,"80,000",45000 kms,Petrol,Manual
AUDI A8,AUDI,2017,"10,00,000",4000 kms,Petrol,Manual
MAHINDRA SCORPIO S10,MAHINDRA,2016,"3,50,000",43000 kms,Diesel,Manual
MAHINDRA SCORPIO S10,MAHINDRA,2016,"3,50,000",43000 kms,Diesel,Manual
MARUTI SUZUKI ALTO 800 VXI,MARUTI,2015,"75,000",39000 kms,Petrol,Manual
HYUNDAI I20 SPORTZ 1.2,HYUNDAI,2012,"1,00,000",55000 kms,Petrol,Manual
MARUTI SUZUKI ALTO 800 LX,MARUTI,2017,"1,90,000",72000 kms,Petrol,Manual
MARUTI SUZUKI ALTO LX,MARUTI,2008,"95,000",70000 kms,Petrol,Manual
MARUTI SUZUKI SWIFT DZIRE ZDI,MARUTI,2014,"3,85,000",35522 kms,Diesel,Manual
MARUTI SUZUKI SWIFT VDI BSIII,MARUTI,2017,"1,80,000",15487 kms,Petrol,Manual
MARUTI SUZUKI WAGON R VXI MINOR,MARUTI,2013,"1,05,000",39000 kms,Petrol,Manual
RENAULT LODGY 85 PS RXL,RENAULT,2018,"6,89,999",20000 kms,Diesel,Manual
MARUTI SUZUKI BALENO DELTA 1.2,MARUTI,2017,"5,49,000",32000 kms,Diesel,Manual
RENAULT DUSTER 85 PS RXE DIESEL,RENAULT,2013,"4,89,999",27000 kms,Diesel,Manual
MARUTI SUZUKI ALTO K10 VXI AMT,MARUTI,2015,"2,50,000",60000 kms,Petrol,Manual
HONDA AMAZE,HONDA,2013,"2,84,999",46000 kms,Diesel,Manual
HONDA CITY,HONDA,2015,"4,99,999",55000 kms,Petrol,Manual
MARUTI SUZUKI SX4 ZXI MT,MARUTI,2010,"2,49,999",36000 kms,Petrol,Manual
MAHINDRA BOLERO DI,MAHINDRA,2017,"1,80,000",23452 kms,Diesel,Manual
MAHINDRA SCORPIO S10 4WD,MAHINDRA,2015,"2,50,000",48508 kms,Diesel,Manual
MARUTI SUZUKI WAGON R VXI BS III,MARUTI,2013,"1,05,000",39000 kms,Petrol,Manual
MAHINDRA SCORPIO S10,MAHINDRA,2015,"3,95,000",35000 kms,Diesel,Manual
HONDA CITY ZX CVT,HONDA,2017,"1,70,000",15000 kms,Diesel,Manual
FORD FIGO,FORD,2012,"1,75,000",41000 kms,Diesel,Manual
TATA INDIGO ECS LS CR4 BS IV,TATA,2017,"2,00,000",130000 kms,Diesel,Manual
TATA INDIGO ECS LS CR4 BS IV,TATA,2017,"2,00,000",130000 kms,Diesel,Manual
VOLKSWAGEN POLO HIGHLINE EXQUISITE P,VOLKSWAGEN,2014,"3,15,000",60000 kms,Petrol,Manual
MARUTI SUZUKI STINGRAY VXI,MARUTI,2015,"3,15,000",30000 kms,Petrol,Manual
CHEVROLET SPARK LS 1.0,CHEVROLET,2010,"1,10,000",41000 kms,Petrol,Manual
HONDA CITY,HONDA,2015,"4,48,999",54000 kms,Petrol,Manual
DATSUN REDI GO S,DATSUN,2017,"2,35,000",16000 kms,Petrol,Manual
HONDA AMAZE,HONDA,2015,"3,44,999",22000 kms,Petrol,Manual
RENAULT DUSTER,RENAULT,2014,"4,49,999",50000 kms,Diesel,Manual
MAHINDRA SCORPIO S4,MAHINDRA,2015,"8,65,000",30000 kms,Diesel,Manual
MAHINDRA QUANTO C8,MAHINDRA,2013,"3,75,000",20000 kms,Diesel,Manual
HONDA BRIO,HONDA,2012,"2,24,999",30000 kms,Petrol,Manual
VOLKSWAGEN VENTO HIGHLINE PLUS 1.5 DIESEL AT,VOLKSWAGEN,2019,"12,00,000",3600 kms,Diesel,Manual
TOYOTA COROLLA ALTIS DIESEL D4DG,TOYOTA,2010,"3,51,000",38000 kms,Diesel,Manual
TOYOTA COROLLA ALTIS PETROL LTD,TOYOTA,2009,"2,40,000",35000 kms,Petrol,Manual
HYUNDAI ELITE I20 MAGNA 1.2,HYUNDAI,2014,"4,15,000",32000 kms,Petrol,Manual
BMW 3 SERIES 320I,BMW,2011,"6,00,000",60500 kms,Petrol,Manual
TOYOTA ETIOS GD,TOYOTA,2013,"3,50,000",60000 kms,Diesel,Manual
MARUTI SUZUKI SWIFT DZIRE VXI 1.2 BS IV,MARUTI,2014,"3,90,000",35000 kms,Petrol,Manual
BMW 7 SERIES 740LI SEDAN,BMW,2009,"16,00,000",35000 kms,Petrol,Manual
